Unnamed: 0,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分
12351,武汉-蔡甸,T-box产品经理,智联猎头,1000-9999人,上市公司,1.5万-3万,本科,T-BOX 座舱系统 catia ,1-3年,7.05
12352,武汉-洪山,产品经理（初级）,竹河森泉科技(武汉)有限公司,20-99人,外商独资,6千-8千,本科,墨刀 市场调研 产品设计 平台产品 海外产品 后台产品 TO B TO G ,3-5年,6.3
12353,武汉-洪山,产品经理,武汉汇企帮企业服务有限公司,20人以下,无,2.5万-3.5万,硕士,英语 市场调研 ,5-10年,5.9
12354,武汉-硚口,高级产品经理,曼迪匹艾（武汉）科技服务有限公司,1000-9999人,其它,2万-4万,本科,内容产品 产品规划 需求分析 产品设计 用户研究 产品运营 项目管理 用户增长 ,5-10年,7.45
12355,武汉-洪山,产品经理,武汉沐恩医学科技有限公司,100-299人,民营,1万-2万,本科,处方药 神经科 皮肤科 呼吸科 产品经理 ,1-3年,6.1
12356,武汉-洪山,产品经理（武汉）,浙江宇视科技有限公司,1000-9999人,民营,8千-1.2万,本科,技术沟通 产品咨询 ,1-3年,6.7
12357,武汉-江汉,旅游产品经理,湖北航空假日国际旅行社有限公司,20-99人,民营,6千-1.2万,大专,旅游线路设计、定价 旅游产品运营推广 地接社 ,3-5年,5.9
12358,武汉,产品市场经理,武汉橙子品牌管理有限公司,100-299人,无,5千-6千,高中,国内市场 ,1-3年,5.3
12359,武汉-江汉,产品市场经理,武汉菲翔时代教育科技有限公司,100-299人,民营,1.4万-2.1万,大专,国内市场 大健康行业 汽车行业 批发/零售 ,1-3年,6.0
12360,武汉,产品开发经理（跨境电商）,武汉市优嗨电子科技有限公司,20-99人,民营,1.2万-1.5万,大专,跨境电商 ,3-5年,5.9
12361,武汉-汉阳,海外产品经理,软通动力信息技术(集团)股份有限公司,10000人以上,民营,1.6万-2.3万,大专,软件产品 增长产品 商业化产品 B端 ERP系统 OTD 数字化营销 ,5-10年,7.4
12362,武汉-江夏,产品经理,山东中瑞电气有限公司,20-99人,民营,8千-1.6万,本科,技术支持 ,3-5年,6.0
12363,武汉,智慧安全产品经理,中钢集团武汉安全环保研究院有限公司,500-999人,国企,8千-1万,本科,智慧安全 需求分析 ,3-5年,6.8
12364,武汉-洪山,产品经理,湖北泽仕企业管理咨询有限公司,20-99人,民营,2万-2.8万,本科,TO B 建筑 施工 产业互联网 ,5-10年,6.65
12365,武汉,内容产品经理,乐学互娱(武汉)科技有限公司,1000-9999人,民营,1.6万-1.8万,本科,兴趣爱好课程 ,3-5年,6.85
12366,武汉-洪山,产品经理（充电桩）,麦田能源股份有限公司,1000-9999人,股份制企业,1.6万-3万,本科,英语 智能硬件产品 需求分析 产品规划 ,5-10年,7.35
12367,武汉-洪山,互联网产品经理（Preprints）,曼迪匹艾（武汉）科技服务有限公司,1000-9999人,其它,1.5万-2.5万,本科,英语六级 ,3-5年,6.75
12368,武汉-洪山,高级产品经理,杭州臻稀生物科技有限公司,20-99人,民营,1万-1.5万,本科,产品经理、B端、 DAAS、数据分析 ,3-5年,6.0
12369,武汉,产品经理（遥感）,北京吉威空间信息股份有限公司,500-999人,民营,1.1万-2万,本科,遥感 TO G ,3-5年,6.6
12370,武汉-江汉,产品经理,湖北楚信万佳企业管理有限公司,20人以下,无,1万-2万,大专,产品经理 产品总负责人 产品运营 产品专员 银行产品 ,不限,4.55
12371,武汉,游戏产品经理,湖北仟万客网络科技有限公司,20人以下,股份制企业,6千-8千,本科,玩法设计 产品设计 游戏系统策划 游戏文案策划 游戏数值策划 设计统筹 平衡制定 手机游戏 ,1-3年,5.75
12372,武汉-江夏,产品经理/工艺工程师,广州宇洪科技股份有限公司,300-499人,股份制企业,8千-1.5万,大专,煤碳线缆 船舶线缆 产品经理 工艺工程师 线缆 ,5-10年,6.85
12373,武汉-洪山,网络安全产品经理,武汉粟泰信息科技有限公司,无,无,6千-1万,大专,网络安全 ,1-3年,4.65
12374,武汉-洪山,高级网络安全产品经理（武汉）,湖北楚天高速数字科技有限公司,100-299人,国企,1.5万-2.5万,本科,信息安全 网络安全 IT/互联网 数据安全 数据库安全 内容安全 云安全 智慧交通 智慧城市 云计算/大数据 物联网 ,3-5年,6.45
12375,武汉-江汉,产品策划经理,劲牌有限公司,10000人以上,民营,5千-8千,大专,产品设计 ,1-3年,6.75
12376,武汉-江夏,产品经理,苍穹数码,1000-9999人,民营,1万-1.5万,本科,云计算/大数据 软件行业 IT/互联网 ,3-5年,6.9
12377,武汉,医药产品经理,哈尔滨誉衡药业股份有限公司北京分公司,1000-9999人,上市公司,1.6万-2.5万,本科,生物药 ,5-10年,7.65
12378,武汉-蔡甸,海外产品经理-海外事业部-东风股份,东风汽车,10000人以上,国企,8千-1.2万,本科,汽车 ,3-5年,7.25
12379,武汉-洪山,产品经理,武汉康圣真源医学检验所有限公司,100-299人,民营,8千-1.5万,本科,市场 推广 平台产品 ,1-3年,6.1
12380,武汉-江夏,产品经理,深圳瑞莱保核能技术发展有限公司,500-999人,民营,8千-1万,本科,需求分析 市场调研 Axure 软件开发 软件测试 数据分析 WEB APP ,3-5年,6.6
12381,武汉-洪山,互联网产品经理（Scilit）,曼迪匹艾（武汉）科技服务有限公司,1000-9999人,其它,1.5万-2.5万,本科,英语六级 ,5-10年,7.15
12383,武汉-洪山,产品经理,任子行网络技术股份有限公司,1000-9999人,上市公司,1.6万-2.4万,本科,安全产品 产品规划 产品设计 用户研究 Axure MindManager Visio TO G ,5-10年,7.65
12384,武汉-江夏,平台产品经理,武汉光谷信息技术股份有限公司,500-999人,股份制企业,1.4万-2万,本科,中台产品 平台产品 产品规划 产品设计 ,5-10年,7.1
12385,武汉-江夏,产品经理,北京鼎智云链科技有限公司,20-99人,民营,8千-1.3万,本科,电商产品 移动端产品 小程序/H5产品 B端产品 项目经理 ,5-10年,6.4
12386,武汉-洪山,硬件产品经理,合肥英睿系统技术有限公司,300-499人,民营,1.5万-2.5万,本科,人工智能产品 智能硬件产品 ,3-5年,6.4
12387,武汉-武昌,产品研发/开发经理（家居类目）,武汉珪瑞国际贸易有限公司,20-99人,民营,8千-1.2万,本科,海外产品 市场调研 产品规划 TO C ,1-3年,5.8
12388,武汉-武昌,教育（高校）行业，产品经理,广州汉光电气股份有限公司,100-299人,民营,1万-1.8万,本科,高校后勤 水电抄表 水控机 恶性负载 智慧校园 校园信息化 智能水表 ,5-10年,6.7
12389,武汉-硚口,文创产品经理,武汉纵横驰骋礼品制作有限公司,20-99人,民营,6千-8千,本科,市场调研 项目管理 数据分析 ,3-5年,6.0
12390,武汉-硚口,医药产品经理,安科生物,1000-9999人,上市公司,9千-1.4万,本科,处方药 儿科 ,1-3年,7.1
12391,武汉-江夏,软件产品经理,武汉数字化设计与制造创新中心有限公司,100-299人,国企,8千-1.5万,本科,机器人应用软件 视觉应用软件 产品功能迭代 智能机器人 ,3-5年,6.5
12392,武汉-汉阳,产品经理（智慧工地）,智联猎头,1000-9999人,上市公司,1.5万-2.5万,本科,产品 ,3-5年,7.25
12393,武汉-江夏,产品经理,武汉百易汇能生物科技有限公司,20-99人,民营,1万-1.5万,本科,生物信息工程师 高通量测序 生物技术 实验操作 ,3-5年,6.0
12394,武汉-东西湖,RPM/市场推广经理/产品经理,中寰医药有限公司,100-299人,民营,1.5万-2.2万,本科,化学药 仿制药 处方药 ,5-10年,6.65
12395,武汉,智能驾驶产品经理-岚图汽车,东风汽车,10000人以上,国企,3.5万-5万,本科,智能驾驶 产品经理 ,5-10年,8.2
12396,武汉-汉阳,产品经理,智联猎头,1000-9999人,上市公司,1.2万-2.4万,本科,用友时空 医药流通 SAP等大型ERP系统 ,3-5年,7.3
12397,武汉-洪山,产品经理（激光雷达集成设备）,北京数字绿土科技股份有限公司,300-499人,民营,2万-3.5万,本科,硬件产品 市场调研 产品设计 TO B 激光雷达 GIS 测绘 ,3-5年,6.7
12398,武汉-蔡甸,产品经理-东风股份海外事业部,东风汽车,10000人以上,国企,1万-1.5万,本科,策略产品 ,3-5年,7.25
12399,武汉,产品管理经理,武汉翱飞科技有限公司,100-299人,外商独资,8千-1.2万,本科,化学药 化学药研发 ,不限,6.0
12400,武汉-青山,产品经理,武汉先智众合科技有限公司,20-99人,民营,6千-8千,本科,Axure 墨刀 ,1-3年,5.8
12401,武汉-江夏,产品总监/产品经理（制造业经验）,云智汇(武汉)科技服务有限公司,100-299人,上市公司,1.7万-3万,大专,制造行业经验 ,5-10年,7.05
12402,武汉-蔡甸,新能源卡车产品经理,武汉卡车驿站科技有限公司,20-99人,民营,6千-1.2万,大专,产品规划 ,1-3年,5.7
12403,武汉-汉阳,产品经理,武汉武立涂料有限公司,100-299人,民营,4千-8千,学历不限,市场调研 需求分析 产品运营 项目管理 数据分析 产品规划 ,1-3年,6.0
12404,武汉-江岸,金融产品经理,武汉本元信息咨询有限公司,20-99人,民营,8千-1.3万,本科,基金公司 券商 ,3-5年,6.0
12405,武汉-洪山,产品经理（矿山、冶金方向）,武汉华信数据,100-299人,民营,1.2万-1.6万,硕士,冶金 矿山 ,3-5年,6.4
12406,武汉-武昌,产品研发/开发经理（家居类目）,武汉珪瑞国际贸易有限公司,20-99人,民营,8千-1.2万,本科,英语 市场调研 需求分析 数据分析 产品运营 产品团队管理 TO C 家居产品 ,3-5年,6.0
12407,武汉-洪山,CAD产品经理,中望软件,1000-9999人,股份制企业,2万-3万,硕士,需求分析 用户研究 产品运营 TO B 工业软件 ,不限,6.65
12408,武汉-硚口,高级产品经理,曼迪匹艾（武汉）科技服务有限公司,1000-9999人,其它,2万-4万,本科,英语 ,5-10年,7.45
12409,武汉-洪山,工业控制产品经理,三峡智控科技有限公司,100-299人,国企,1.2万-2.2万,本科,芯片产品 PLC 工控产品 新能源 PLC设计 电气设计 自动化设计 工业自动化 西门子 三菱 施耐德 ,3-5年,6.5
12410,武汉-东西湖,硬件产品经理/专员,福州福光水务科技有限公司,500-999人,民营,8千-1.5万,本科,B端产品 客户端产品 智能硬件产品 物联网产品 需求分析 项目管理 Axure 墨刀 ,3-5年,6.6
12411,武汉-武昌,产品规划经理,武汉蓓柔商贸有限公司,100-299人,民营,2.3万-3万,大专,功能产品 数据产品 后台产品 内容产品 商业产品 安全产品 策略产品 金融产品 ,1-3年,6.35
12413,武汉-江岸,产品经理（临床）,中国中药控股有限公司,10000人以上,国企,1.3万-2.5万,本科,肿瘤科 骨科 皮肤科 中成药 处方药 ,3-5年,7.25
12414,武汉-洪山,车联网产品经理（云端及APP）,智联猎头,1000-9999人,上市公司,2万-4万,本科,墨刀 Axure ,5-10年,7.95
12415,武汉-江夏,运营业务产品经理,武汉光谷信息技术股份有限公司,500-999人,股份制企业,1.5万-3万,硕士,中台产品 市场调研 产品规划 产品设计 产品运营 产品团队管理 ,5-10年,7.05
12416,武汉-硚口,产品经理(医疗POCT),北京华益精点生物技术有限公司,300-499人,民营,1万-1.5万,大专,POCT产品 ,1-3年,6.15
12417,武汉-江夏,资深产品经理（储能项目）,楚能新能源股份有限公司,1000-9999人,股份制企业,2.5万-5万,本科,产品运营 项目管理 产品规划 TO C TO B TO G ,3-5年,7.25
12418,武汉,产品经理,武汉湾流科技股份有限公司,100-299人,上市公司,8千-1.4万,本科,VR/AR行业 虚拟仿真 需求产品 教育软件 ,3-5年,6.7
12419,武汉,产品经理（光学&amp;光电方向）,武汉联一合立技术有限公司,100-299人,上市公司,1.2万-1.8万,本科,产品规划 需求分析 ,3-5年,6.7
12420,武汉-江汉,数据治理咨询顾问/数据治理产品经理,亚信科技,10000人以上,民营,1.5万-3万,硕士,需求分析 产品规划 数据治理 市场调研 用户研究 ,3-5年,7.0
12421,武汉-硚口,WZ-建筑设计师/产品经理【百强、市中心、不加班、精品住宿】,中至数据集团股份有限公司,500-999人,民营,1.8万-2.5万,本科,Revit 住宅地产 ,3-5年,6.55
12422,武汉-洪山,硬件产品经理,北京数字绿土科技股份有限公司,300-499人,民营,2万-3.5万,本科,智能硬件产品 图像产品 电力巡检 激光雷达 图像监测 ,3-5年,6.7
12423,武汉-江夏,数据产品经理-智能公交,安徽中科中涣智能装备股份有限公司,100-299人,民营,1.2万-1.6万,本科,数据可视化 业务性平台 低代码平台 智慧城市产品 ,3-5年,6.3
12424,武汉-武昌,WZ-电气设计师/产品经理【百强、市中心】,中至数据集团股份有限公司,500-999人,民营,1.5万-2.5万,本科,功能产品 产品设计 ,3-5年,6.55
12426,武汉-武昌,产品策划经理,湖北盛康鸿达健康产业有限公司,无,无,1.5万-2万,大专,市场调研 产品规划 ,3-5年,4.9
12427,武汉-江岸,软件产品经理,燧石投资管理(武汉)有限公司,20-99人,民营,1.2万-2万,本科,C++项目 .NET项目 C语言项目 量化 ,1-3年,5.8
12428,武汉-江夏,医疗器械产品经理,武汉半边天医疗技术发展有限公司,500-999人,民营,8千-1.6万,本科,医疗器械 外科妇科 产品经理 ,3-5年,6.6
12429,武汉-江岸,食品研发/产品经理,武汉明利和丰食品有限公司,20-99人,民营,8千-1万,大专,饮料饮品研发 中餐研发 菜品研发 西餐研发 预制菜研发 ,1-3年,5.7
12430,武汉,OTA产品经理-岚图汽车,东风汽车,10000人以上,国企,1.5万-2万,硕士,Layout PCB工艺 ,1-3年,7.0
12431,武汉-江夏,产品经理,武汉地大信息工程股份有限公司,100-299人,股份制企业,8千-1.2万,本科,需求分析 产品设计 用户研究 ,3-5年,6.4
12432,武汉,产品经理/专员,武汉锦之琪医疗器械有限公司,20人以下,民营,8千-1万,大专,医疗器械销售经理 医疗器材销售 行业经验 ,1-3年,5.55
12433,武汉-武昌,W-给排水产品经理【百强企业、市中心】,中至数据集团股份有限公司,500-999人,民营,1.5万-2.5万,本科,Revit 住宅地产 ,3-5年,6.55
12434,武汉-洪山,管培生（产品经理/技术支持经理）,博联众科（武汉）科技有限公司,100-299人,民营,6千-8千,本科,技术支持 售前工程师 产品经理 管培生 销售管培生 培训赋能 会议组织 ,1年以下,5.9
12435,武汉-江汉,区域产品经理-抗感染线,深圳华润九新药业有限公司,300-499人,国企,1.5万-2万,本科,化学药 处方药 ,3-5年,6.6
12436,武汉-江岸,产品经理（湖北）(J10246),四川携光生物技术有限公司,300-499人,民营,1万-2万,本科,体检科 检验科 体检中心 试剂 化学发光 IVD 诊断试剂 学术推广 ,3-5年,6.45
12437,武汉-东西湖,空气能产品经理(J10765),四季沐歌,1000-9999人,民营,1万-2万,本科,冷热设备 空气能 空调 热泵 ,不限,6.3
12438,武汉-汉阳,亚马逊产品开发经理,武汉市优嗨电子科技有限公司,20-99人,民营,1万-1.5万,大专,跨境电商 精品开发 产品经理 亚马逊 产品开发 ,3-5年,5.9
12439,武汉,金融产品经理,武汉兴盛泰咨询服务有限公司,20-99人,民营,1.2万-2.4万,学历不限,供应链金融产品经验 互联网从业经验 企业贷款 银行 ,不限,5.3
12440,武汉-洪山,BIM产品经理,湖北泽仕企业管理咨询有限公司,20-99人,民营,2万-2.5万,本科,BIM 产品经理 ,3-5年,6.25
12441,武汉-洪山,BIM产品经理-中建三局,软通动力信息技术(集团)股份有限公司,10000人以上,民营,1.1万-1.5万,大专,BIM ,3-5年,6.95
12442,武汉-江夏,车身/中央域控制器产品经理,光庭信息,1000-9999人,股份制企业,2.5万-3.5万,大专,车身域控 中央域控产品 ,3-5年,7.25
12443,武汉-汉阳,产品经理（介入）,九州通医疗器械集团有限公司,1000-9999人,上市公司,6千-1万,大专,器械销售 医疗耗材销售 招商 销售管理 介入产品 ,3-5年,7.2
12444,武汉-洪山,产品BD经理（OPGW）海外(J11265),长飞光纤光缆股份有限公司,1000-9999人,合资,1.2万-1.5万,本科,英语 ,5-10年,7.4
12445,武汉-江岸,零售产品经理（全国）,红旗制药,500-999人,上市公司,1.5万-2万,本科,医药 otc 连锁 ,5-10年,7.35
12446,武汉-东西湖,金融产品经理,湖北融呗商务服务有限公司,20人以下,民营,8千-1.5万,大专,贷款行业 银行 ,不限,5.15
12447,武汉-硚口,金融产品经理,泰康人寿保险有限责任公司湖北武汉泰合营销服务部,10000人以上,股份制企业,1.3万-2万,本科,消费金融 供应链金融产品经验 ,1-3年,6.95
12448,武汉-江岸,零售产品经理（全国）,红旗制药,500-999人,上市公司,1.5万-2万,本科,otc 连锁 ,5-10年,7.35
12449,武汉,金融产品经理,平安普惠信息服务有限公司武汉第一分公司,500-999人,上市公司,1.2万-2.4万,大专,含销售性质 金融交易平台 银行 互联网从业经验 团队管理经验 供应链金融产品经验 消费金融 企业贷款 ,1-3年,6.7
12450,武汉-江夏,金融产品经理,泰康人寿保险有限责任公司湖北电话销售中心,10000人以上,民营,1.9万-3.8万,学历不限,保险业 银行业 投融资业务 贷款行业 保理业务 资产管理 理财业务 金融投资产品经理 ,不限,6.4
12451,武汉-洪山,金融产品经理,中国人寿保险股份有限公司武汉市分公司,1000-9999人,国企,6千-1.2万,学历不限,基金公司 银行 保险公司 供应链金融产品经验 信托公司 团队管理经验 含销售性质 金融交易平台 ,不限,6.4
12452,武汉-洪山,产品经理（金属冶炼）,武汉华信数据,100-299人,民营,1万-1.6万,硕士,冶金信息化 矿业信息化 ,3-5年,6.4
12453,武汉-硚口,区域产品经理,青松医药集团股份有限公司,100-299人,民营,1.2万-1.5万,本科,儿科 处方药 医院 全科 化学药 ,1-3年,6.1
12454,武汉-武昌,产品经理（光伏）,长江慧控科技(武汉)有限公司,100-299人,民营,9千-1.5万,本科,光伏设计、运维、实施管理 ,3-5年,6.3
12455,武汉-江夏,产品经理,武汉爱博泰克生物科技有限公司,500-999人,民营,1万-2万,硕士,产品经理 ,5-10年,7.1
12456,武汉-东西湖,产品经理（总监）,哈尔滨凯纳科技股份有限公司,100-299人,股份制企业,2.5万-4万,本科,数据产品 功能产品 物联网产品 需求分析 产品规划 产品团队管理 ,3-5年,6.65
12457,武汉-洪山,移植方向产品经理,武汉易检云信息技术有限公司,100-299人,民营,1万-1.8万,硕士,检验科 分子遗传学 细胞生物学 分子生物学 ,不限,5.8
12458,武汉-汉阳,医药电商产品经理,浙江云联世康科技有限公司成都分公司,20-99人,股份制企业,9千-1.6万,本科,产品设计 需求分析 产品规划 市场调研 产品/版本迭代 TO B ,3-5年,6.1
12459,武汉,系统工程师（硬件产品经理）,中船凌久电子(武汉)有限责任公司,100-299人,国企,1万-2万,本科,结构设计 C 器件选型 LCD ,1-3年,6.3
12460,武汉-汉阳,临床产品经理,九州通医药集团股份有限公司,10000人以上,上市公司,1万-2万,本科,生物药 化学药 皮肤科 ,3-5年,7.45
12461,武汉,产品经理（食品快销行业）,武汉市和善园餐饮管理有限公司,20-99人,民营,5千-9千,大专,零售/批发 食品/饮品 快消品行业 ,1-3年,5.7
12462,西安-长安,宫腔镜产品经理,西安九州通医药有限公司,100-299人,合资,8千-1.2万,大专,市场调研 产品规划 产品运营 ,5-10年,6.7
12463,西安-雁塔,平台产品经理,西安索尔软件科技有限公司,20-99人,民营,8千-1.5万,本科,软件产品 AI产品 B端 ,无经验,5.2
12464,西安-未央,产品经理,北京理加联合科技有限公司,20-99人,民营,6千-1万,本科,环境监测 生态监测行业 ,不限,5.4
12465,西安-雁塔,产品经理（食品行业),安康大健康实业有限公司,20-99人,民营,1.2万-2万,大专,物流产品 ,3-5年,5.9
12466,西安-雁塔,高级产品经理,陕西时代英才人力资源集团有限公司,20-99人,民营,2万-3万,本科,售前技术支持、售前方案的制定； 5.有风电变流器、大UPS系统、 储能PCS系统集成设计经验 ,3-5年,6.25
12467,西安,软件产品经理,西安睿奥电磁环境科技有限公司,20-99人,股份制企业,1万-1.5万,本科,信号侦测 雷达 通信项目管理 航空/航天 电子设备制造 ,3-5年,6.1
12468,西安-雁塔,产品经理,海南新境界信息技术有限公司,100-299人,民营,7千-1万,本科,产品策划 用户体验 数据分析 交互设计 需求分析 产品设计 产品设计 ,1-3年,6.1
12469,西安-雁塔,产品经理,陕西天润生物科技工程有限公司,20-99人,民营,8千-1.2万,本科,大数据产品 数据产品 云计算产品 人工智能产品 硬件产品 ,3-5年,6.0
12470,西安,产品经理（医呼通）,东华医为科技有限公司,1000-9999人,民营,2万-4万,本科,IT硬件产品 医疗产品 ,3-5年,7.15
12471,西安,产品经理,西安火眼智能检测研究院有限公司,20-99人,民营,1.5万-2万,大专,项目管理 ,3-5年,5.95
12472,西安-雁塔,金融软件产品经理,东华软件股份公司,1000-9999人,上市公司,1.3万-1.7万,本科,IT/互联网 金融业 管理系统 软件产品经理 ,3-5年,7.3
12473,西安-雁塔,软件技术产品经理,四川六九一二通信技术股份有限公司,300-499人,民营,1.2万-2万,本科,人工智能 软件行业 ,3-5年,6.45
12474,西安-雁塔,硬件产品经理,中电太极,1000-9999人,国企,1.3万-1.8万,本科,产品规划 需求分析 项目管理 ,10年以上,7.7
12475,西安-雁塔,产品经理（抖音直播/社区团购/电商物流）,东华软件股份公司,1000-9999人,上市公司,8千-1.3万,本科,Axure 直播产品 电商产品 社区产品 需求分析 产品设计 TO B TO C ,1-3年,7.1
12476,西安-雁塔,产品经理,世纪恒通科技股份有限公司,1000-9999人,股份制企业,9千-1.7万,本科,产品设计 Axure 墨刀 Xmind TO B ,1-3年,6.8
12477,西安-雁塔,高级产品经理,江苏中矿安华科技发展有限公司,100-299人,民营,1万-2万,本科,安全产品 需求产品 IT/互联网 软件行业 化工行业 能源行业 ,3-5年,6.3
12478,西安-雁塔,产品经理,西安科悦医疗股份有限公司,20-99人,民营,6千-1万,本科,C端产品 B端产品 功能产品 医疗大健康 人工智能 ,1-3年,5.8
12479,西安-雁塔,产品经理,深圳中科睿志科技有限公司,100-299人,民营,7千-1.3万,大专,功能产品 数据产品 内容产品 商业产品 物流产品 硬件产品 产品规划 市场调研 ,不限,5.6
12480,西安-雁塔,产品经理,一通(河南)信息科技有限公司,100-299人,民营,7千-1万,本科,软件产品 B端 Visio Axure XMind office ,1-3年,6.1
12481,西安-雁塔,产品经理,西安奇点融合信息科技有限公司,20-99人,民营,1.5万-2.5万,本科,互联网产品 ,3-5年,5.95
12482,西安-长安,产品经理,通号通信信息集团有限公司,500-999人,国企,8千-1.6万,本科,人工智能 AI算法产品 物联网 ,3-5年,6.8
12484,西安-雁塔,电商产品经理,陕西省通信服务有限公司中天信息分公司,1000-9999人,其它,1万-1.5万,本科,TO B ,1-3年,6.6
12485,西安-莲湖,物联网产品经理,陕西银宇建筑科技集团有限公司,100-299人,民营,8千-1.5万,大专,售前产品 物联网产品 大数据产品 智能硬件产品 ,3-5年,6.2
12486,西安-碑林,产品经理,陕西北佳信息技术有限责任公司,500-999人,民营,8千-1.2万,大专,B端产品 功能产品 ,3-5年,6.5
12488,西安-长安,产品经理,沃科智融(北京)科技有限公司,20-99人,民营,6千-1.2万,本科,功能产品 中台产品 区块链产品 人工智能产品 产品规划 ,不限,5.4
12489,西安-雁塔,高级产品经理,陕西鸿盛实业集团有限公司,100-299人,股份制企业,1.5万-2.5万,本科,商业产品 物流产品 SAAS产品 市场调研 产品规划 需求分析 产品运营 项目管理 ,5-10年,6.75
12490,西安-高新区,产品经理,西安丰树电子科技发展有限公司,20-99人,上市公司,1.3万-1.5万,大专,互联网 产品 ,3-5年,6.3
12491,西安-雁塔,产品经理,融域智慧(西安)智能科技有限公司,20-99人,民营,1.3万-1.8万,本科,产品规划 需求分析 产品设计 市场调研 ,3-5年,6.0
12492,西安-雁塔,产品经理/需求分析师,西安万宏电子科技有限公司,20-99人,民营,1万-2万,本科,需求分析 产品团队管理 产品设计 用户研究 智慧城市产品 TO G ,3-5年,6.0
12493,西安-雁塔,智慧工会产品经理,东方瑞创达,100-299人,国企,1.8万-2.2万,本科,智慧工会 ,3-5年,6.45
12494,西安-长安,产品经理,西安润道智检科技有限公司,100-299人,民营,1.4万-2.5万,本科,ERP产品 物联网产品 TO B TO G Axure Xmind 项目管理 ,3-5年,6.3
12495,西安-雁塔,产品经理,北京盛元广通科技有限公司,20-99人,民营,8千-1.6万,本科,Axure B端产品 C端产品 分析设计产品 功能产品 软件 移动端产品 ,3-5年,6.0
12497,西安-碑林,产品经理（西安）,仙琚制药,1000-9999人,上市公司,1万-1.5万,本科,呼吸科 ,1-3年,7.1
12498,西安-雁塔,产品经理,融域智慧(西安)智能科技有限公司,20-99人,民营,1.3万-2.5万,本科,墨刀 Visio Axure TO C ,3-5年,6.0
12499,西安-雁塔,高级产品经理,北京尚优力达科技有限公司,20-99人,民营,1.5万-3万,本科,软件产品 G端 智慧城市 智慧交通 智慧园区 ,5-10年,6.35
12500,西安-雁塔,AI应用产品经理,陕西蓝筹数藏科技有限公司,20人以下,合资,8千-1.2万,学历不限,B端产品 C端产品 移动端产品 PC端产品 工具产品 SaaS 人工智能 CHATGPT ,1-3年,5.65
12501,西安-未央,产品经理-物联网,西安奥卡云数据科技有限公司,100-299人,民营,1.2万-1.8万,本科,物联网产品 智慧城市产品 需求分析 产品规划 产品设计 Axure 墨刀 Xmind TO B ,5-10年,6.7
12502,西安-新城,产教融合产品经理,盛威时代科技股份有限公司,500-999人,民营,1万-1.5万,本科,产品设计 需求分析 产品规划 产品运营 ,1-3年,6.4
12503,西安-雁塔,产品经理（教育信息化方向）,万唯原创文化传播(陕西)有限公司,1000-9999人,民营,1万-1.5万,本科,内容产品 在线教育产品 产品规划 产品运营 用户研究 ,1-3年,6.7
12504,西安-雁塔,产品经理,陕西德通信息科技有限公司,100-299人,民营,1.2万-1.8万,本科,软件产品 智能硬件产品 B端 ,5-10年,6.7
12505,西安-雁塔,产品经理,西安昊锋信息科技有限公司,20-99人,民营,6千-8千,本科,产品经理 ,1-3年,5.8
12506,西安-雁塔,产品经理,西安林海网络科技有限公司,20人以下,民营,8千-9千,本科,内容产品 ,1-3年,5.65
12507,西安-高新区,产品经理,西安长天长软件股份有限公司,300-499人,股份制企业,1.5万-2万,本科,B端产品 功能产品 C端产品 政府项目 信息系统 ,3-5年,6.5
12508,西安-长安,产品经理（西安）,北斗天地股份有限公司,100-299人,国企,1.1万-1.8万,本科,大数据产品 需求分析 产品设计 项目管理 物联网产品 产品规划 煤矿 ,1-3年,6.3
12509,西安-雁塔,产品经理,蒙帕信息,100-299人,股份制企业,1.5万-2.5万,大专,人工智能产品 需求分析 AI产品 智能运维 DEVOPS ,5-10年,6.75
12510,西安-雁塔,产品经理,软通动力信息技术(集团)股份有限公司,10000人以上,民营,1.2万-1.8万,本科,产品设计 需求分析 产品规划 数据分析 数据产品 ,3-5年,7.05
12511,西安,b端产品经理,陕西华筑科技有限公司,100-299人,民营,1.2万-1.5万,本科,TO B ,1-3年,6.1
12512,西安-雁塔,产品经理,西安花牛物联网科技有限公司,20人以下,民营,1万-2万,大专,项目管理 ,3-5年,5.75
12513,西安-雁塔,产品经理,西安黑石智能科技有限公司,500-999人,民营,1.2万-1.8万,本科,人工智能产品 智能硬件产品 智慧城市产品 TO B TO G 市场调研 ,5-10年,7.0
12514,西安-未央,产品经理,陕西白鹿制药股份有限公司,300-499人,股份制企业,9千-1.4万,本科,产品设计 墨刀 Axure Mockplus Xmind ,3-5年,6.55
12515,西安-未央,产品经理,中电建华东勘测设计研究院(郑州)有限公司,100-299人,国企,1.5万-2万,本科,产品经理 产品规划 智慧城市 CIM 智慧园区 BIM ,3-5年,6.45
12516,西安,产品经理,陕西梅里众诚动物保健有限公司,100-299人,合资,1万-1.6万,本科,市场调研 需求分析 产品设计 用户研究 产品规划 ,不限,5.8
12517,西安-未央,产品经理,西安良方,100-299人,民营,6千-8千,本科,硬件产品 ,不限,5.7
12518,西安-未央,高级产品经理,易迅通科技有限公司,100-299人,民营,1.5万-2.3万,本科,数据产品 中台产品 CRM产品 智慧城市产品 ,3-5年,6.25
